test_id,question_id,subject,level,response_count,median_response_time,threshold,cap_bound
math_algebra1_2015,24,math,algebra1,96,18.5,5.55,False
math_algebra1_2015,25,math,algebra1,96,35.5,10.0,True
math_algebra1_2015,26,math,algebra1,96,54.5,10.0,True
math_algebra1_2015,27,math,algebra1,96,34.0,10.0,True
math_algebra1_2015,28,math,algebra1,96,12.0,3.5999999999999996,False
math_algebra1_2015,29,math,algebra1,96,61.0,10.0,True
math_algebra1_2015,30,math,algebra1,96,60.0,10.0,True
math_algebra1_2015,31,math,algebra1,96,33.0,9.9,False
math_algebra1_2015,32,math,algebra1,96,16.5,4.95,False
math_algebra1_2015,33,math,algebra1,96,34.5,10.0,True
math_algebra1_2015,34,math,algebra1,96,33.5,10.0,True
math_algebra1_2015,35,math,algebra1,96,30.5,9.15,False
math_algebra1_2015,36,math,algebra1,96,21.0,6.3,False
math_algebra1_2015,37,math,algebra1,96,30.5,9.15,False
math_algebra1_2015,38,math,algebra1,96,23.5,7.05,False
math_algebra1_2015,39,math,algebra1,96,9.0,2.6999999999999997,False
math_algebra1_2015,40,math,algebra1,96,24.0,7.199999999999999,False
math_algebra1_2015,41,math,algebra1,96,14.0,4.2,False
math_algebra1_2015,42,math,algebra1,96,22.0,6.6,False
math_algebra1_2015,43,math,algebra1,96,13.0,3.9,False
math_algebra1_2015,44,math,algebra1,96,9.5,2.85,False
math_algebra1_practice_2023,1,math,algebra1,341,24.0,7.199999999999999,False
math_algebra1_practice_2023,2,math,algebra1,341,14.0,4.2,False
math_algebra1_practice_2023,3,math,algebra1,341,13.0,3.9,False
math_algebra1_practice_2023,4,math,algebra1,341,15.0,4.5,False
math_algebra1_practice_2023,5,math,algebra1,341,14.0,4.2,False
math_algebra1_practice_2023,6,math,algebra1,341,44.0,10.0,True
math_algebra1_practice_2023,7,math,algebra1,341,13.0,3.9,False
math_algebra1_practice_2023,8,math,algebra1,341,31.0,9.299999999999999,False
math_algebra1_practice_2023,9,math,algebra1,341,23.0,6.8999999999999995,False
math_algebra1_practice_2023,10,math,algebra1,341,29.0,8.7,False
math_algebra1_practice_2023,11,math,algebra1,341,27.0,8.1,False
math_algebra1_practice_2023,12,math,algebra1,341,28.0,8.4,False
math_algebra1_practice_2023,13,math,algebra1,341,16.0,4.8,False
math_algebra1_practice_2023,14,math,algebra1,341,19.0,5.7,False
math_algebra1_practice_2023,15,math,algebra1,341,16.0,4.8,False
math_algebra1_practice_2023,16,math,algebra1,341,10.0,3.0,False
math_algebra1_practice_2023,17,math,algebra1,341,19.0,5.7,False
math_algebra1_practice_2023,18,math,algebra1,341,18.0,5.3999999999999995,False
math_algebra2_2014,1,math,algebra2,7,112.0,10.0,True
math_algebra2_2014,2,math,algebra2,7,40.0,10.0,True
math_algebra2_2014,3,math,algebra2,7,74.0,10.0,True
math_algebra2_2014,4,math,algebra2,7,77.0,10.0,True
math_algebra2_2014,5,math,algebra2,7,33.0,9.9,False
math_algebra2_2014,6,math,algebra2,7,88.0,10.0,True
math_algebra2_2014,7,math,algebra2,7,34.0,10.0,True
math_algebra2_2014,8,math,algebra2,7,58.0,10.0,True
math_algebra2_2014,9,math,algebra2,7,22.0,6.6,False
math_algebra2_2014,10,math,algebra2,7,111.0,10.0,True
math_algebra2_2014,11,math,algebra2,7,15.0,4.5,False
math_algebra2_2014,12,math,algebra2,7,42.0,10.0,True
math_algebra2_2014,13,math,algebra2,7,81.0,10.0,True
math_algebra2_2014,14,math,algebra2,7,38.0,10.0,True
math_algebra2_2014,15,math,algebra2,7,22.0,6.6,False
math_algebra2_2014,16,math,algebra2,7,57.0,10.0,True
math_algebra2_2014,17,math,algebra2,7,129.0,10.0,True
math_algebra2_2014,18,math,algebra2,7,36.0,10.0,True
math_algebra2_2014,19,math,algebra2,7,19.0,5.7,False
math_algebra2_2014,20,math,algebra2,7,34.0,10.0,True
math_algebra2_2014,21,math,algebra2,7,36.0,10.0,True
math_algebra2_2014,22,math,algebra2,7,8.0,2.4,False
math_algebra2_2014,23,math,algebra2,7,54.0,10.0,True
math_algebra2_2014,24,math,algebra2,7,28.0,8.4,False
math_algebra2_2014,25,math,algebra2,7,22.0,6.6,False
math_algebra2_2014,26,math,algebra2,7,32.0,9.6,False
math_algebra2_2014,27,math,algebra2,7,38.0,10.0,True
math_algebra2_2014,28,math,algebra2,7,64.0,10.0,True
math_algebra2_2014,29,math,algebra2,7,71.0,10.0,True
math_algebra2_2014,30,math,algebra2,7,15.0,4.5,False
math_algebra2_2014,31,math,algebra2,7,24.0,7.199999999999999,False
math_algebra2_2014,32,math,algebra2,7,27.0,8.1,False
math_algebra2_2014,33,math,algebra2,7,13.0,3.9,False
math_algebra2_2014,34,math,algebra2,7,39.0,10.0,True
math_algebra2_2014,35,math,algebra2,7,52.0,10.0,True
math_algebra2_2014,36,math,algebra2,7,17.0,5.1,False
math_algebra2_2014,37,math,algebra2,7,47.0,10.0,True
math_algebra2_2014,38,math,algebra2,7,20.0,6.0,False
math_algebra2_2014,39,math,algebra2,7,32.0,9.6,False
math_algebra2_2014,40,math,algebra2,7,28.0,8.4,False
math_algebra2_2014,41,math,algebra2,7,41.0,10.0,True
math_algebra2_2014,42,math,algebra2,7,20.0,6.0,False
math_algebra2_2014,43,math,algebra2,7,199.0,10.0,True
math_algebra2_2014,44,math,algebra2,7,35.0,10.0,True
math_algebra2_2014,45,math,algebra2,7,17.0,5.1,False
math_algebra2_2014,46,math,algebra2,7,59.0,10.0,True
math_algebra2_2014,47,math,algebra2,7,13.0,3.9,False
math_algebra2_2014,48,math,algebra2,7,12.0,3.5999999999999996,False
math_algebra2_2014,49,math,algebra2,7,48.0,10.0,True
math_algebra2_2014,50,math,algebra2,7,34.0,10.0,True
math_algebra2_2015,1,math,algebra2,14,14.5,4.35,False
math_algebra2_2015,2,math,algebra2,14,14.0,4.2,False
math_algebra2_2015,3,math,algebra2,14,15.5,4.6499999999999995,False
math_algebra2_2015,4,math,algebra2,14,78.0,10.0,True
math_algebra2_2015,5,math,algebra2,14,27.5,8.25,False
math_algebra2_2015,6,math,algebra2,14,14.0,4.2,False
math_algebra2_2015,7,math,algebra2,14,52.0,10.0,True
math_algebra2_2015,8,math,algebra2,14,87.0,10.0,True
math_algebra2_2015,9,math,algebra2,14,31.0,9.299999999999999,False
math_algebra2_2015,10,math,algebra2,14,16.0,4.8,False
math_algebra2_2015,11,math,algebra2,14,72.0,10.0,True
math_algebra2_2015,12,math,algebra2,14,10.0,3.0,False
math_algebra2_2015,13,math,algebra2,14,23.0,6.8999999999999995,False
math_algebra2_2015,14,math,algebra2,14,28.0,8.4,False
math_algebra2_2015,15,math,algebra2,14,28.0,8.4,False
math_algebra2_2015,16,math,algebra2,14,61.0,10.0,True
math_algebra2_2015,17,math,algebra2,14,31.5,9.45,False
math_algebra2_2015,18,math,algebra2,14,19.0,5.7,False
math_algebra2_2015,19,math,algebra2,14,42.0,10.0,True
math_algebra2_2015,20,math,algebra2,14,35.0,10.0,True
math_algebra2_2015,21,math,algebra2,14,35.0,10.0,True
math_algebra2_2015,22,math,algebra2,14,38.0,10.0,True
math_algebra2_2015,23,math,algebra2,14,57.5,10.0,True
math_algebra2_2015,24,math,algebra2,14,50.5,10.0,True
math_algebra2_2015,25,math,algebra2,14,53.0,10.0,True
math_algebra2_2015,26,math,algebra2,14,50.0,10.0,True
math_algebra2_2015,27,math,algebra2,14,41.5,10.0,True
math_algebra2_2015,28,math,algebra2,14,41.0,10.0,True
math_algebra2_2015,29,math,algebra2,14,29.0,8.7,False
math_algebra2_2015,30,math,algebra2,14,34.0,10.0,True
math_algebra2_2015,31,math,algebra2,14,70.5,10.0,True
math_algebra2_2015,32,math,algebra2,14,33.0,9.9,False
math_algebra2_2015,33,math,algebra2,14,36.5,10.0,True
math_algebra2_2015,34,math,algebra2,14,35.0,10.0,True
math_algebra2_2015,35,math,algebra2,14,26.5,7.949999999999999,False
math_algebra2_2015,36,math,algebra2,14,57.5,10.0,True
math_algebra2_2015,37,math,algebra2,14,16.0,4.8,False
math_algebra2_2015,38,math,algebra2,14,17.5,5.25,False
math_algebra2_practice_2023,1,math,algebra2,92,10.5,3.15,False
math_algebra2_practice_2023,2,math,algebra2,92,5.0,1.5,False
math_algebra2_practice_2023,3,math,algebra2,92,10.0,3.0,False
math_algebra2_practice_2023,4,math,algebra2,92,7.0,2.1,False
math_algebra2_practice_2023,5,math,algebra2,92,8.0,2.4,False
math_algebra2_practice_2023,6,math,algebra2,92,5.0,1.5,False
math_algebra2_practice_2023,7,math,algebra2,92,4.5,1.3499999999999999,False
math_algebra2_practice_2023,8,math,algebra2,92,13.5,4.05,False
math_algebra2_practice_2023,9,math,algebra2,92,12.0,3.5999999999999996,False
math_algebra2_practice_2023,10,math,algebra2,92,8.5,2.55,False
math_algebra2_practice_2023,11,math,algebra2,92,20.0,6.0,False
math_algebra2_practice_2023,12,math,algebra2,92,9.0,2.6999999999999997,False
math_algebra2_practice_2023,13,math,algebra2,92,13.5,4.05,False
math_algebra2_practice_2023,14,math,algebra2,92,10.5,3.15,False
math_algebra2_practice_2023,15,math,algebra2,92,12.0,3.5999999999999996,False
math_algebra2_practice_2023,16,math,algebra2,92,11.0,3.3,False
math_algebra2_practice_2023,17,math,algebra2,92,20.0,6.0,False
math_algebra2_practice_2023,18,math,algebra2,92,15.0,4.5,False
math_algebra2_practice_2023,19,math,algebra2,92,14.5,4.35,False
math_algebra2_practice_2023,20,math,algebra2,92,14.5,4.35,False
math_algebra2_practice_2023,21,math,algebra2,92,14.0,4.2,False
math_algebra2_practice_2023,22,math,algebra2,92,11.0,3.3,False
math_geometry_2014,1,math,geometry,35,14.0,4.2,False
math_geometry_2014,2,math,geometry,35,12.0,3.5999999999999996,False
math_geometry_2014,3,math,geometry,35,18.0,5.3999999999999995,False
math_geometry_2014,4,math,geometry,35,8.0,2.4,False
math_geometry_2014,5,math,geometry,35,5.0,1.5,False
math_geometry_2014,6,math,geometry,70,17.5,5.25,False
math_geometry_2014,7,math,geometry,35,21.0,6.3,False
math_geometry_2014,8,math,geometry,35,23.0,6.8999999999999995,False
math_geometry_2014,9,math,geometry,35,11.0,3.3,False
math_geometry_2014,10,math,geometry,35,40.0,10.0,True
math_geometry_2014,12,math,geometry,35,11.0,3.3,False
math_geometry_2014,13,math,geometry,35,14.0,4.2,False
math_geometry_2014,14,math,geometry,35,43.0,10.0,True
math_geometry_2014,15,math,geometry,35,36.0,10.0,True
math_geometry_2014,16,math,geometry,35,27.0,8.1,False
math_geometry_2014,17,math,geometry,35,30.0,9.0,False
math_geometry_2014,18,math,geometry,35,37.0,10.0,True
math_geometry_2014,19,math,geometry,35,42.0,10.0,True
math_geometry_2014,20,math,geometry,35,32.0,9.6,False
math_geometry_2014,21,math,geometry,35,34.0,10.0,True
math_geometry_2014,22,math,geometry,35,58.0,10.0,True
math_geometry_2014,23,math,geometry,35,27.0,8.1,False
math_geometry_2014,24,math,geometry,35,65.0,10.0,True
math_geometry_2014,25,math,geometry,35,33.0,9.9,False
math_geometry_2014,26,math,geometry,35,40.0,10.0,True
math_geometry_2014,27,math,geometry,35,37.0,10.0,True
math_geometry_2014,28,math,geometry,35,44.0,10.0,True
math_geometry_2014,29,math,geometry,35,43.0,10.0,True
math_geometry_2014,30,math,geometry,35,13.0,3.9,False
math_geometry_2014,31,math,geometry,35,31.0,9.299999999999999,False
math_geometry_2014,32,math,geometry,35,43.0,10.0,True
math_geometry_2014,33,math,geometry,35,36.0,10.0,True
math_geometry_2014,34,math,geometry,35,62.0,10.0,True
math_geometry_2014,35,math,geometry,35,17.0,5.1,False
math_geometry_2014,36,math,geometry,35,118.0,10.0,True
math_geometry_2014,37,math,geometry,35,27.0,8.1,False
math_geometry_2014,38,math,geometry,35,64.0,10.0,True
math_geometry_2014,39,math,geometry,35,24.0,7.199999999999999,False
math_geometry_2014,40,math,geometry,35,54.0,10.0,True
math_geometry_2014,41,math,geometry,35,38.0,10.0,True
math_geometry_2014,42,math,geometry,35,26.0,7.8,False
math_geometry_2014,43,math,geometry,35,23.0,6.8999999999999995,False
math_geometry_2014,44,math,geometry,35,27.0,8.1,False
math_geometry_2014,45,math,geometry,35,35.0,10.0,True
math_geometry_2014,46,math,geometry,35,16.0,4.8,False
math_geometry_2014,47,math,geometry,35,28.0,8.4,False
math_geometry_2014,48,math,geometry,35,3.0,0.8999999999999999,False
math_geometry_2014,49,math,geometry,35,16.0,4.8,False
math_geometry_2014,50,math,geometry,35,9.0,2.6999999999999997,False
math_geometry_2015,1,math,geometry,100,16.5,4.95,False
math_geometry_2015,2,math,geometry,100,17.5,5.25,False
math_geometry_2015,3,math,geometry,100,36.0,10.0,True
math_geometry_2015,4,math,geometry,100,17.5,5.25,False
math_geometry_2015,5,math,geometry,100,31.5,9.45,False
math_geometry_2015,6,math,geometry,100,16.0,4.8,False
math_geometry_2015,7,math,geometry,100,9.0,2.6999999999999997,False
math_geometry_2015,8,math,geometry,100,15.0,4.5,False
math_geometry_2015,9,math,geometry,100,38.5,10.0,True
math_geometry_2015,10,math,geometry,100,22.0,6.6,False
math_geometry_2015,11,math,geometry,100,18.0,5.3999999999999995,False
math_geometry_2015,12,math,geometry,100,65.0,10.0,True
math_geometry_2015,13,math,geometry,100,19.0,5.7,False
math_geometry_2015,14,math,geometry,100,26.0,7.8,False
math_geometry_2015,15,math,geometry,100,44.5,10.0,True
math_geometry_2015,16,math,geometry,100,77.0,10.0,True
math_geometry_2015,17,math,geometry,100,55.5,10.0,True
math_geometry_2015,18,math,geometry,100,42.0,10.0,True
math_geometry_2015,19,math,geometry,100,66.5,10.0,True
math_geometry_2015,20,math,geometry,100,33.0,9.9,False
math_geometry_2015,21,math,geometry,100,65.5,10.0,True
math_geometry_2015,22,math,geometry,100,39.5,10.0,True
math_geometry_2015,23,math,geometry,100,31.5,9.45,False
math_geometry_2015,24,math,geometry,100,44.5,10.0,True
math_geometry_2015,25,math,geometry,100,58.5,10.0,True
math_geometry_2015,26,math,geometry,100,38.5,10.0,True
math_geometry_2015,27,math,geometry,100,38.5,10.0,True
math_geometry_2015,28,math,geometry,100,45.0,10.0,True
math_geometry_2015,29,math,geometry,100,19.0,5.7,False
math_geometry_2015,30,math,geometry,100,44.0,10.0,True
math_geometry_2015,31,math,geometry,100,53.5,10.0,True
math_geometry_2015,32,math,geometry,100,19.5,5.85,False
math_geometry_2015,33,math,geometry,100,42.5,10.0,True
math_geometry_2015,34,math,geometry,100,41.0,10.0,True
math_geometry_2015,35,math,geometry,100,66.5,10.0,True
math_geometry_2015,36,math,geometry,100,14.5,4.35,False
math_geometry_2015,37,math,geometry,100,40.5,10.0,True
math_geometry_2015,38,math,geometry,100,76.0,10.0,True
math_geometry_2015,39,math,geometry,100,44.0,10.0,True
math_geometry_2015,40,math,geometry,100,17.0,5.1,False
math_geometry_2015,41,math,geometry,100,40.0,10.0,True
math_geometry_2015,42,math,geometry,100,24.0,7.199999999999999,False
math_geometry_2015,43,math,geometry,100,16.5,4.95,False
math_geometry_2015,44,math,geometry,100,28.0,8.4,False
math_geometry_2015,45,math,geometry,100,14.5,4.35,False
math_geometry_practice_2023,1,math,geometry,252,9.0,2.6999999999999997,False
math_geometry_practice_2023,2,math,geometry,252,8.5,2.55,False
math_geometry_practice_2023,3,math,geometry,252,6.0,1.7999999999999998,False
math_geometry_practice_2023,4,math,geometry,252,9.0,2.6999999999999997,False
math_geometry_practice_2023,5,math,geometry,252,7.0,2.1,False
math_geometry_practice_2023,6,math,geometry,252,7.0,2.1,False
math_geometry_practice_2023,7,math,geometry,252,7.5,2.25,False
math_geometry_practice_2023,8,math,geometry,252,7.0,2.1,False
math_geometry_practice_2023,9,math,geometry,252,6.5,1.95,False
math_geometry_practice_2023,10,math,geometry,252,6.0,1.7999999999999998,False
math_geometry_practice_2023,11,math,geometry,252,11.0,3.3,False
math_geometry_practice_2023,12,math,geometry,252,6.0,1.7999999999999998,False
math_geometry_practice_2023,13,math,geometry,252,9.0,2.6999999999999997,False
math_geometry_practice_2023,14,math,geometry,252,6.5,1.95,False
math_geometry_practice_2023,15,math,geometry,252,12.0,3.5999999999999996,False
math_geometry_practice_2023,16,math,geometry,252,7.5,2.25,False
math_geometry_practice_2023,17,math,geometry,252,9.0,2.6999999999999997,False
math_geometry_practice_2023,18,math,geometry,252,11.0,3.3,False
math_geometry_practice_2023,19,math,geometry,252,10.5,3.15,False
math_geometry_practice_2023,20,math,geometry,252,6.0,1.7999999999999998,False
math_geometry_practice_2023,21,math,geometry,252,6.0,1.7999999999999998,False
math_geometry_practice_2023,22,math,geometry,252,6.0,1.7999999999999998,False
math_geometry_practice_2023,23,math,geometry,252,5.5,1.65,False
math_grade3_2014,1,math,grade3,312,12.0,3.5999999999999996,False
math_grade3_2014,2,math,grade3,312,9.0,2.6999999999999997,False
math_grade3_2014,3,math,grade3,312,7.0,2.1,False
math_grade3_2014,4,math,grade3,312,38.5,10.0,True
math_grade3_2014,5,math,grade3,312,13.0,3.9,False
math_grade3_2014,6,math,grade3,312,11.0,3.3,False
math_grade3_2014,7,math,grade3,312,9.0,2.6999999999999997,False
math_grade3_2014,8,math,grade3,312,12.0,3.5999999999999996,False
math_grade3_2014,9,math,grade3,312,12.0,3.5999999999999996,False
math_grade3_2014,10,math,grade3,312,9.0,2.6999999999999997,False
math_grade3_2014,11,math,grade3,312,9.0,2.6999999999999997,False
math_grade3_2014,12,math,grade3,312,17.0,5.1,False
math_grade3_2014,13,math,grade3,312,11.5,3.4499999999999997,False
math_grade3_2014,14,math,grade3,312,17.0,5.1,False
math_grade3_2014,15,math,grade3,312,14.0,4.2,False
math_grade3_2014,16,math,grade3,312,27.5,8.25,False
math_grade3_2014,17,math,grade3,312,8.0,2.4,False
math_grade3_2014,18,math,grade3,312,14.0,4.2,False
math_grade3_2014,19,math,grade3,312,10.0,3.0,False
math_grade3_2014,20,math,grade3,312,21.0,6.3,False
math_grade3_2014,21,math,grade3,312,14.5,4.35,False
math_grade3_2014,22,math,grade3,312,8.0,2.4,False
math_grade3_2014,23,math,grade3,312,6.0,1.7999999999999998,False
math_grade3_2014,24,math,grade3,312,10.0,3.0,False
math_grade3_2014,25,math,grade3,312,19.0,5.7,False
math_grade3_2014,26,math,grade3,312,12.0,3.5999999999999996,False
math_grade3_2014,27,math,grade3,312,17.0,5.1,False
math_grade3_2014,28,math,grade3,312,16.5,4.95,False
math_grade3_2014,29,math,grade3,312,15.5,4.6499999999999995,False
math_grade3_2014,30,math,grade3,312,17.5,5.25,False
math_grade3_2014,31,math,grade3,312,13.0,3.9,False
math_grade3_2014,32,math,grade3,312,27.5,8.25,False
math_grade3_2014,33,math,grade3,312,19.5,5.85,False
math_grade3_2014,34,math,grade3,312,29.5,8.85,False
math_grade3_2014,35,math,grade3,312,28.0,8.4,False
math_grade3_2014,36,math,grade3,312,40.5,10.0,True
math_grade3_2014,37,math,grade3,312,14.0,4.2,False
math_grade3_2014,38,math,grade3,312,14.0,4.2,False
math_grade3_2014,39,math,grade3,312,19.0,5.7,False
math_grade3_2014,40,math,grade3,312,18.0,5.3999999999999995,False
math_grade3_practice_2023,1,math,grade3,1398,5.0,1.5,False
math_grade3_practice_2023,2,math,grade3,1398,5.0,1.5,False
math_grade3_practice_2023,3,math,grade3,1398,5.0,1.5,False
math_grade3_practice_2023,4,math,grade3,1398,5.0,1.5,False
math_grade3_practice_2023,5,math,grade3,1398,4.0,1.2,False
math_grade3_practice_2023,6,math,grade3,1398,4.0,1.2,False
math_grade3_practice_2023,7,math,grade3,1398,4.0,1.2,False
math_grade3_practice_2023,8,math,grade3,1398,4.0,1.2,False
math_grade3_practice_2023,9,math,grade3,1398,5.0,1.5,False
math_grade3_practice_2023,11,math,grade3,1398,4.0,1.2,False
math_grade3_practice_2023,13,math,grade3,1398,5.0,1.5,False
math_grade3_practice_2023,14,math,grade3,1398,5.0,1.5,False
math_grade3_practice_2023,15,math,grade3,1398,5.0,1.5,False
math_grade3_practice_2023,16,math,grade3,1398,5.0,1.5,False
math_grade3_practice_2023,17,math,grade3,1398,4.0,1.2,False
math_grade3_practice_2023,18,math,grade3,1398,4.0,1.2,False
math_grade3_practice_2023,19,math,grade3,1398,6.0,1.7999999999999998,False
math_grade4_2014,1,math,grade4,207,6.0,1.7999999999999998,False
math_grade4_2014,2,math,grade4,207,5.0,1.5,False
math_grade4_2014,3,math,grade4,207,5.0,1.5,False
math_grade4_2014,4,math,grade4,207,7.0,2.1,False
math_grade4_2014,5,math,grade4,207,10.0,3.0,False
math_grade4_2014,6,math,grade4,207,6.0,1.7999999999999998,False
math_grade4_2014,7,math,grade4,207,7.0,2.1,False
math_grade4_2014,8,math,grade4,207,7.0,2.1,False
math_grade4_2014,9,math,grade4,207,19.0,5.7,False
math_grade4_2014,10,math,grade4,207,7.0,2.1,False
math_grade4_2014,11,math,grade4,207,8.0,2.4,False
math_grade4_2014,12,math,grade4,207,7.0,2.1,False
math_grade4_2014,13,math,grade4,207,6.0,1.7999999999999998,False
math_grade4_2014,14,math,grade4,207,9.0,2.6999999999999997,False
math_grade4_2014,15,math,grade4,207,6.0,1.7999999999999998,False
math_grade4_2014,16,math,grade4,207,8.0,2.4,False
math_grade4_2014,17,math,grade4,207,59.0,10.0,True
math_grade4_2014,18,math,grade4,207,13.0,3.9,False
math_grade4_2014,19,math,grade4,207,7.0,2.1,False
math_grade4_2014,20,math,grade4,207,7.0,2.1,False
math_grade4_2014,21,math,grade4,207,8.0,2.4,False
math_grade4_2014,22,math,grade4,207,6.0,1.7999999999999998,False
math_grade4_2014,23,math,grade4,207,10.0,3.0,False
math_grade4_2014,24,math,grade4,207,19.0,5.7,False
math_grade4_2014,25,math,grade4,207,11.0,3.3,False
math_grade4_2014,26,math,grade4,207,5.0,1.5,False
math_grade4_2014,27,math,grade4,207,7.0,2.1,False
math_grade4_2014,28,math,grade4,207,9.0,2.6999999999999997,False
math_grade4_2014,29,math,grade4,207,11.0,3.3,False
math_grade4_2014,30,math,grade4,207,6.0,1.7999999999999998,False
math_grade4_2014,31,math,grade4,207,8.0,2.4,False
math_grade4_2014,32,math,grade4,207,10.0,3.0,False
math_grade4_2014,33,math,grade4,207,5.0,1.5,False
math_grade4_2014,34,math,grade4,207,7.0,2.1,False
math_grade4_2014,35,math,grade4,207,7.0,2.1,False
math_grade4_2014,36,math,grade4,207,5.0,1.5,False
math_grade4_2014,37,math,grade4,207,7.0,2.1,False
math_grade4_2014,38,math,grade4,207,7.0,2.1,False
math_grade4_2014,39,math,grade4,207,8.0,2.4,False
math_grade4_2014,40,math,grade4,207,7.0,2.1,False
math_grade4_2014,41,math,grade4,207,12.0,3.5999999999999996,False
math_grade4_2014,42,math,grade4,207,14.0,4.2,False
math_grade4_2014,43,math,grade4,207,8.0,2.4,False
math_grade4_2014,44,math,grade4,207,12.0,3.5999999999999996,False
math_grade4_2014,45,math,grade4,207,7.0,2.1,False
math_grade4_2014,46,math,grade4,207,16.0,4.8,False
